transaction_id,procedure_id,trans_group_id,trans_group_en,procedure_name_en,instance_date,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,month_year,month,season
1-11-2023-20293,11,1,Sales,Sell,2023-06-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,GLOBAL GOLF RESIDENCE 2,593.0,GLOBAL GOLF RESIDENCE 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,99.49,648000.0,6513.22,,,1.0,1.0,0.0,2023-06,6,Summer
3-9-2019-565,9,3,Gifts,Grant,2019-03-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,451,Al Hebiah Fifth,AL THAMAM 28,975.0,REMRAAM,Remraam,Motor City,,,3 B/R,1,206.87,1558709.0,7534.73,,,1.0,1.0,0.0,2019-03,3,Spring
2-13-2023-10395,13,2,Mortgages,Mortgage Registration,2023-06-20,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,THE ROYAL ATLANTIS RESORT & RESIDENCES,1696.0,"THE ROYAL ATLANTIS,RESORT AND RESIDENCES",Palm Jumeirah,Burj Al Arab,Al Sufouh,Marina Mall,2 B/R,1,273.63,2490000.0,9099.88,,,1.0,1.0,0.0,2023-06,6,Summer
2-13-2022-6206,13,2,Mortgages,Mortgage Registration,2022-05-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,458,Dubai Investment Park First,Lake Views,,,Dubai Investment Park First,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,3 B/R,1,190.29,975000.0,5123.76,,,1.0,1.0,0.0,2022-05,5,Spring
1-11-2023-23778,11,1,Sales,Sell,2023-07-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,Collective Tower 2,2047.0,Collective,DUBAI HILLS,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,67.2,1400000.0,20833.33,,,1.0,1.0,0.0,2023-07,7,Summer
2-44-2021-1557,44,2,Mortgages,Mortgage Transfer,2021-03-03,2,Building,,,Other,1,Existing Properties,338,Al Goze First,,,,,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,,0,1334.17,2100000.0,1574.01,,,1.0,1.0,0.0,2021-03,3,Spring
1-11-2013-38154,11,1,Sales,Sell,2013-12-10,2,Building,,,Other,1,Existing Properties,264,Nad Al Hamar,,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1949.38,6294900.0,3229.18,,,1.0,1.0,0.0,2013-12,12,Winter
1-41-2014-3008,41,1,Sales,Delayed Sell,2014-05-21,1,Land,,,Residential,1,Existing Properties,445,Jabal Ali First,,,,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,,0,617.61,1470000.0,2380.14,,,1.0,1.0,0.0,2014-05,5,Spring
1-102-2022-29541,102,1,Sales,Sell - Pre registration,2022-09-29,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,AYKON CITY 3 - TOWER A,2200.0,AYKON CITY 3,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,108.92,2785000.0,25569.23,,,1.0,1.0,0.0,2022-09,9,Autumn
1-102-2017-23573,102,1,Sales,Sell - Pre registration,2017-12-06,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,AYKON CITY (2) -TOWER C,1746.0,AYKON CITY 2,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,74.61,1164660.0,15609.97,,,1.0,1.0,0.0,2017-12,12,Winter
1-102-2015-1450,102,1,Sales,Sell - Pre registration,2015-02-09,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Blvd Heights T1,1561.0,BLVD HEIGHTS,Burj Khalifa,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2 B/R,1,145.61,2932888.0,20142.08,,,1.0,1.0,0.0,2015-02,2,Winter
1-11-2022-32013,11,1,Sales,Sell,2022-12-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,CRYSTAL RESIDENCE,1752.0,CRYSTAL RESIDENCE,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,40.16,400000.0,9960.16,,,2.0,1.0,0.0,2022-12,12,Winter
2-13-2013-5828,13,2,Mortgages,Mortgage Registration,2013-08-26,2,Building,,,Residential,1,Existing Properties,305,Al Qusais First,,,,,Dubai International Airport,Airport Free Zone,City Centre Mirdif,,0,3061.15,25000000.0,8166.87,,,1.0,1.0,0.0,2013-08,8,Summer
1-45-2013-377,45,1,Sales,Sell Development,2013-06-13,2,Building,,,Commercial,1,Existing Properties,459,Dubai Investment Park Second,,,,Dubai Investment Park Second,Expo 2020 Site,,,,0,95610.9,9800107.0,102.5,,,1.0,1.0,0.0,2013-06,6,Summer
1-11-2018-5031,11,1,Sales,Sell,2018-05-10,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,B2B,19.0,B2B TOWER,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Office,1,49.04,530000.0,10807.5,,,1.0,1.0,0.0,2018-05,5,Spring
2-110-2009-100211,110,2,Mortgages,Lease to Own Registration,2009-10-05,4,Villa,4.0,Villa,Residential,1,Existing Properties,434,Wadi Al Safa 6,,,,Arabian Ranches - Al Reem 1,Global Village,,,3 B/R,0,489.78,664710.0,1357.16,664710.0,1357.0,2.0,2.0,2.0,2009-10,10,Autumn
1-110-2012-1773,110,1,Sales,Lease to Own Registration,2012-11-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,467,Wadi Al Safa 5,Skycourts Tower E,794.0,SKY COURTS,Residential Complex,IMG World Adventures,,,2 B/R,1,119.53,839612.0,7024.28,,,2.0,2.0,2.0,2012-11,11,Autumn
2-110-2015-826,110,2,Mortgages,Lease to Own Registration,2015-06-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,445,Jabal Ali First,MED 67,,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,1,45.84,356250.0,7771.6,356250.0,7772.0,2.0,2.0,2.0,2015-06,6,Summer
3-9-2012-149,9,3,Gifts,Grant,2012-02-06,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Fairooz,,,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,334.64,3602000.0,10763.81,,,1.0,1.0,0.0,2012-02,2,Winter
1-102-2019-14064,102,1,Sales,Sell - Pre registration,2019-09-11,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,464,Wadi Al Safa 2,GATE ZONE,2132.0,"Q-Zone (Qpoint - Phase III), MU005&6",Liwan,IMG World Adventures,,,2 B/R,1,107.95,464788.0,4305.59,,,1.0,1.0,0.0,2019-09,9,Autumn
1-11-2014-2041,11,1,Sales,Sell,2014-01-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,AUTUMN 1,142.0,SEASONS COMMUNITY- AUTUMN,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,51.23,548191.0,10700.59,,,1.0,1.0,0.0,2014-01,1,Winter
2-13-2021-2292,13,2,Mortgages,Mortgage Registration,2021-03-03,1,Land,,,Other,1,Existing Properties,398,Al Aweer First,,,,,,,,,0,743.28,1050000.0,1412.66,,,1.0,1.0,0.0,2021-03,3,Spring
1-11-2023-18688,11,1,Sales,Sell,2023-06-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,Marina Apartments 6,1297.0,MARINA RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,442.94,5500000.0,12417.03,,,1.0,1.0,0.0,2023-06,6,Summer
1-102-2019-21710,102,1,Sales,Sell - Pre registration,2019-12-09,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,506,Al Yelayiss 1,,2171.0,Cherrywoods,,Dubai Cycling Course,,,4 B/R,0,363.9,2113000.0,5806.54,,,1.0,1.0,0.0,2019-12,12,Winter
1-41-2015-89,41,1,Sales,Delayed Sell,2015-01-08,4,Villa,,,Residential,1,Existing Properties,449,Al Yufrah 2,,1550.0,DAMAC HILLS (2) - JUNIPER,DAMAC HILLS 2,Dubai Cycling Course,,,,0,176.09,1649200.0,9365.67,,,1.0,1.0,0.0,2015-01,1,Winter
1-102-2018-9367,102,1,Sales,Sell - Pre registration,2018-06-27,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Jewelz Residence,2027.0,Jewelz Residence,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,39.27,468000.0,11917.49,,,1.0,1.0,0.0,2018-06,6,Summer
2-13-2012-4740,13,2,Mortgages,Mortgage Registration,2012-12-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GR Arno,,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,185.71,1615000.0,8696.35,,,1.0,1.0,0.0,2012-12,12,Winter
2-44-2021-745,44,2,Mortgages,Mortgage Transfer,2021-01-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,O2 Residences,,,Jumeirah Lakes Towers,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,1 B/R,1,73.2,660000.0,9016.39,,,1.0,1.0,0.0,2021-01,1,Winter
1-102-2006-7142,102,1,Sales,Sell - Pre registration,2010-03-10,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,Churchill Tower 2-Residential,1178.0,CHURCHILL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,97.96,949877.0,9696.58,,,1.0,1.0,0.0,2010-03,3,Spring
1-102-2004-205,102,1,Sales,Sell - Pre registration,2010-06-09,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,350,Al Thanyah Fifth,THE WIND TOWER II,399.0,THE WIND TOWER II,Jumeirah Islands,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,40.52,326758.0,8064.12,,,1.0,1.0,0.0,2010-06,6,Summer
2-810-2016-297,810,2,Mortgages,Lease Finance Registration,2016-05-25,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Al NOUJOUM TOWER,567.0,BURJ AL NUJOOM,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,42.02,480000.0,11423.13,,,1.0,1.0,0.0,2016-05,5,Spring
1-41-2018-2224,41,1,Sales,Delayed Sell,2018-09-17,1,Land,,,Residential,1,Existing Properties,335,Nad Al Shiba First,,,,,IMG World Adventures,Business Bay Metro Station,Dubai Mall,,0,912.25,3143000.0,3445.33,,,1.0,1.0,0.0,2018-09,9,Autumn
1-11-2015-9920,11,1,Sales,Sell,2015-06-16,4,Villa,,,Residential,1,Existing Properties,303,Um Suqaim First,,,,,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,,0,1772.5,14000000.0,7898.45,,,1.0,1.0,0.0,2015-06,6,Summer
1-11-2009-202735,11,1,Sales,Sell,2009-01-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,L-09,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,230000.0,5111.11,,,1.0,1.0,0.0,2009-01,1,Winter
1-11-2022-1542,11,1,Sales,Sell,2022-01-31,3,Unit,60.0,Flat,Residential,1,Existing Properties,464,Wadi Al Safa 2,Mazaya 2,1187.0,QPOINT LIWAN - PLOT R003,Liwan,IMG World Adventures,,,1 B/R,1,68.27,300000.0,4394.32,,,1.0,1.0,0.0,2022-01,1,Winter
1-11-2021-6630,11,1,Sales,Sell,2021-04-22,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DM Yass,,,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,233.56,1500000.0,6422.33,,,2.0,1.0,0.0,2021-04,4,Spring
1-11-2021-3868,11,1,Sales,Sell,2021-03-10,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA PEARL,,,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,45.9,455000.0,9912.85,,,1.0,2.0,0.0,2021-03,3,Spring
1-102-2022-1763,102,1,Sales,Sell - Pre registration,2022-01-18,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,467,Wadi Al Safa 5,,2176.0,La Rosa Phase 2,,IMG World Adventures,,,4 B/R,0,255.65,1650000.0,6454.14,,,1.0,1.0,0.0,2022-01,1,Winter
1-11-2022-11209,11,1,Sales,Sell,2022-05-25,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-01,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.0,280500.0,4125.0,,,2.0,1.0,0.0,2022-05,5,Spring
1-11-2010-2044,11,1,Sales,Sell,2010-02-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,445,Jabal Ali First,MED 58,,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,89.0,1207000.0,13561.8,,,1.0,1.0,0.0,2010-02,2,Winter
2-13-2021-8042,13,2,Mortgages,Mortgage Registration,2021-06-28,3,Unit,60.0,Flat,Residential,1,Existing Properties,523,Al Hebiah Third,DAMAC HILLS - GOLF HORIZON - TOWER B,1363.0,DAMAC HILLS - GOLF HORIZON ,DAMAC HILLS,Motor City,,,2 B/R,1,178.05,969000.0,5442.29,,,1.0,1.0,0.0,2021-06,6,Summer
1-11-2023-23199,11,1,Sales,Sell,2023-07-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,507,Al Yelayiss 2,Town Square Warda 2,1677.0,TOWN SQUARE JENNA AND WARDA,TOWN SQUARE,Dubai Cycling Course,,,2 B/R,1,86.61,730000.0,8428.59,,,1.0,1.0,0.0,2023-07,7,Summer
1-41-2017-3411,41,1,Sales,Delayed Sell,2017-06-08,4,Villa,,,Residential,1,Existing Properties,449,Al Yufrah 2,,1767.0,DAMAC HILLS (2) - VARDON ,DAMAC HILLS 2,Dubai Cycling Course,,,,0,112.24,1000000.0,8909.48,,,1.0,1.0,0.0,2017-06,6,Summer
1-11-2023-11168,11,1,Sales,Sell,2023-04-17,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Universal Apartment,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,60.85,285000.0,4683.65,,,1.0,1.0,0.0,2023-04,4,Spring
1-110-2016-78,110,1,Sales,Lease to Own Registration,2016-01-20,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,LOFTS,,,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,76.82,1300000.0,16922.68,,,2.0,2.0,2.0,2016-01,1,Winter
1-11-2023-19192,11,1,Sales,Sell,2023-06-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,445,Jabal Ali First,MED 105,,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,89.0,520000.0,5842.7,,,1.0,1.0,0.0,2023-06,6,Summer
1-102-2023-16365,102,1,Sales,Sell - Pre registration,2023-04-04,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,Binghatti Crescent,2535.0,Binghatti Crescent ,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,67.41,755000.0,11200.12,,,1.0,1.0,0.0,2023-04,4,Spring
2-13-2023-1583,13,2,Mortgages,Mortgage Registration,2023-01-31,4,Villa,,,Commercial,1,Existing Properties,350,Al Thanyah Fifth,,1282.0,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Marina Mall,,0,672.69,1607118.0,2389.09,,,2.0,1.0,0.0,2023-01,1,Winter
1-102-2019-15083,102,1,Sales,Sell - Pre registration,2019-10-01,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,467,Wadi Al Safa 5,,2142.0,Arabian Ranches III - JOY,,Hamdan Sports Complex,,,3 B/R,0,128.44,1300888.0,10128.37,,,1.0,1.0,0.0,2019-10,10,Autumn
1-11-2023-3948,11,1,Sales,Sell,2023-02-10,3,Unit,60.0,Flat,Residential,1,Existing Properties,317,Jumeirah First,Le Pont - Building 2,2153.0,Port de La Mer - Le Pont ,,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,2 B/R,1,111.19,3150000.0,28329.89,,,2.0,2.0,0.0,2023-02,2,Winter
1-102-2022-25108,102,1,Sales,Sell - Pre registration,2022-08-30,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,Binghatti Heights,2415.0,Binghatti Heights,Jumeirah Village Circle,,,,1 B/R,1,59.14,500000.0,8454.51,,,1.0,1.0,0.0,2022-08,8,Summer
1-102-2007-26097,102,1,Sales,Sell - Pre registration,2009-05-14,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,442,Al Barsha South Fifth,MAGNOLIA,382.0,MAGNOLIA,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,0,78.05,642998.0,8238.28,,,1.0,1.0,0.0,2009-05,5,Spring
1-11-2021-4657,11,1,Sales,Sell,2021-03-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Studio One ,1776.0,Studio One,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,102.57,1746000.0,17022.52,,,1.0,1.0,0.0,2021-03,3,Spring
3-9-2015-450,9,3,Gifts,Grant,2015-05-12,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sulafa Tower,40.0,SULAFA TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,129.2,1900000.0,14705.88,,,1.0,3.0,0.0,2015-05,5,Spring
2-190-2020-647,190,2,Mortgages,Delayed Mortgage,2020-06-24,4,Villa,,,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1841.0,Sidra 2,DUBAI HILLS - SIDRA 2,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,576.38,2930000.0,5083.45,,,2.0,1.0,0.0,2020-06,6,Summer
1-11-2020-1924,11,1,Sales,Sell,2020-02-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Al Fattan Marine Towers,,,,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,202.54,2900000.0,14318.16,,,1.0,1.0,0.0,2020-02,2,Winter
1-102-2023-9710,102,1,Sales,Sell - Pre registration,2023-03-01,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,467,Wadi Al Safa 5,AG Square,2424.0,AG SQUARE,Residential Complex,IMG World Adventures,,,Studio,1,42.55,393923.0,9257.88,,,1.0,1.0,0.0,2023-03,3,Spring
1-11-2021-5697,11,1,Sales,Sell,2021-04-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ALMASS,,,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,377.0,3500000.0,9283.82,,,1.0,2.0,0.0,2021-04,4,Spring
1-11-2012-6972,11,1,Sales,Sell,2012-04-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GoldCrest Executive,149.0,GOLD CREST EXECUTIVE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,59.37,568000.0,9567.12,,,1.0,1.0,0.0,2012-04,4,Spring
1-102-2013-2548,102,1,Sales,Sell - Pre registration,2013-04-19,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,WEST AVENUE,913.0,WEST AVENUE,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,Studio,1,42.76,756251.0,17685.94,,,1.0,1.0,0.0,2013-04,4,Spring
1-102-2022-8681,102,1,Sales,Sell - Pre registration,2022-03-30,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,364,Al Wasl,Viridian,2324.0,Viridian,City Walk,,,,2 B/R,1,130.59,2759000.0,21127.19,,,1.0,2.0,0.0,2022-03,3,Spring
1-41-2021-5077,41,1,Sales,Delayed Sell,2021-05-31,1,Land,,,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,2182.0,Golf Place ll,DUBAI HILLS - GOLF TERRACES,IMG World Adventures,Noor Bank Metro Station,Mall of the Emirates,,0,1590.21,17372888.0,10924.9,,,1.0,1.0,0.0,2021-05,5,Spring
2-13-2020-4960,13,2,Mortgages,Mortgage Registration,2020-07-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,MULBERRY II at PARK HEIGHTS Building B1,1489.0,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,126.44,531866.0,4206.47,,,1.0,1.0,0.0,2020-07,7,Summer
2-13-2021-5029,13,2,Mortgages,Mortgage Registration,2021-05-03,1,Land,,,Other,1,Existing Properties,337,Nad Al Shiba Third,,,,Nad Al Shiba Villas,,Rashidiya Metro Station,City Centre Mirdif,,0,470.01,1400000.0,2978.66,,,1.0,1.0,0.0,2021-05,5,Spring
1-41-2018-652,41,1,Sales,Delayed Sell,2018-03-20,1,Land,,,Residential,1,Existing Properties,523,Al Hebiah Third,,1659.0,MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA,Mudon,,,,,0,187.2,1500000.0,8012.82,,,1.0,2.0,0.0,2018-03,3,Spring
1-102-2007-26959,102,1,Sales,Sell - Pre registration,2009-03-31,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,334,Al Jadaf,D1,623.0,D1,Culture Village,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,1 B/R,1,96.4,1532020.0,15892.32,,,1.0,1.0,0.0,2009-03,3,Spring
1-11-2016-9278,11,1,Sales,Sell,2016-08-08,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,ALMAS TOWER,976.0,AL MAS TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,74.59,1445220.0,19375.52,,,1.0,1.0,0.0,2016-08,8,Summer
1-102-2017-20153,102,1,Sales,Sell - Pre registration,2017-10-09,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,OXFORD RESIDENCE,1881.0,Oxford Residence,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,Studio,1,38.15,450000.0,11795.54,,,1.0,1.0,0.0,2017-10,10,Autumn
2-13-2020-5532,13,2,Mortgages,Mortgage Registration,2020-08-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,444,Al Hebiah First,Oia Residence,1779.0,OIA Residence,Motor City,Motor City,Dubai Internet City,Mall of the Emirates,3 B/R,1,194.01,930000.0,4793.57,,,1.0,1.0,0.0,2020-08,8,Summer
1-11-2012-9557,11,1,Sales,Sell,2012-05-31,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,ALBAHAR,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,143.81,3131888.0,21777.96,,,1.0,2.0,0.0,2012-05,5,Spring
2-190-2021-1152,190,2,Mortgages,Delayed Mortgage,2021-06-10,4,Villa,,,Residential,1,Existing Properties,523,Al Hebiah Third,,1353.0,DAMAC HILLS -WHITEFIELD-2,DAMAC HILLS,Motor City,,,,0,640.0,3701000.0,5782.81,,,2.0,1.0,0.0,2021-06,6,Summer
2-13-2018-7356,13,2,Mortgages,Mortgage Registration,2018-09-20,2,Building,,,Other,1,Existing Properties,396,Al Khawaneej First,,,,,,Etisalat Metro Station,City Centre Mirdif,,0,1057.89,750000.0,708.96,,,1.0,1.0,0.0,2018-09,9,Autumn
1-11-2014-18363,11,1,Sales,Sell,2014-07-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GREEN LAKES S1,,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,156.08,2000000.0,12813.94,,,1.0,1.0,0.0,2014-07,7,Summer
1-11-2012-7431,11,1,Sales,Sell,2012-05-01,3,Unit,60.0,Flat,Residential,1,Existing Properties,467,Wadi Al Safa 5,Skycourts Tower E,794.0,SKY COURTS,Residential Complex,IMG World Adventures,,,1 B/R,1,78.29,581270.0,7424.58,,,1.0,1.0,0.0,2012-05,5,Spring
1-41-2021-2200,41,1,Sales,Delayed Sell,2021-03-05,4,Villa,4.0,Villa,Residential,1,Existing Properties,335,Nad Al Shiba First,,1601.0,GRAND VIEWS,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,4 B/R,0,307.75,3475000.0,11291.63,,,1.0,1.0,0.0,2021-03,3,Spring
1-11-2009-210914,11,1,Sales,Sell,2009-05-26,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Universal Apartment,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,81.48,330880.0,4060.87,,,1.0,1.0,0.0,2009-05,5,Spring
1-41-2021-2563,41,1,Sales,Delayed Sell,2021-03-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,484,Nadd Hessa,ARABIAN GATE,1662.0,ARABIAN GATE,Silicon Oasis,IMG World Adventures,,,2 B/R,1,121.89,912382.0,7485.29,,,2.0,1.0,0.0,2021-03,3,Spring
1-102-2022-7730,102,1,Sales,Sell - Pre registration,2022-03-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,Regalia,2270.0,Regalia,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,67.64,1136953.0,16808.88,,,1.0,1.0,0.0,2022-03,3,Spring
1-41-2010-7730,41,1,Sales,Delayed Sell,2013-07-02,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,THE RESIDENCES II - TOWER 3,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,85.01,1400000.0,16468.65,,,1.0,1.0,0.0,2013-07,7,Summer
1-11-2022-21724,11,1,Sales,Sell,2022-09-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,The Opus By Omniyat,1177.0,THE OPUS BY OMNIYAT,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,563.98,21581090.0,38265.7,,,1.0,2.0,0.0,2022-09,9,Autumn
1-102-2019-22842,102,1,Sales,Sell - Pre registration,2019-12-18,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,447,Al Khairan First,Summer at Creek Beach Building 1,2150.0,Creek Beach - Summer,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,62.91,958888.0,15242.22,,,1.0,1.0,0.0,2019-12,12,Winter
